device_description,vendor_id,product_id,manufacturer,location_id,usb_speed,power_mA,cpu_avg_percent,process_count,avg_process_runtime_sec,ftk_available,alt_usb_descriptor,source_type,cylinders,tracks_per_cylinder,sectors_per_track,bytes_per_sector,sector_count,drive_model,drive_interface,removable_drive,source_data_size_MB,keystroke_mean_ms,keystroke_std_ms,label
USB Input Device,16c0,27db,Raspberry Pi,USB\ROOT_HUB#8373,12 Mbps,196,20.03737460563368,89,11283.098391014415,0,ATtiny85 BadUSB VID=16c0 PID=27db,Unknown,59.22370259208468,-0.9666408695066759,-1.0271435471753247,-11.95234542455678,-19.143750624277278,Unknown,Unknown,Unknown,-0.9849344738991579,99.32879246794877,31.086627086131955,1
USB Mass Storage Device,1058,129,Generic,USB\ROOT_HUB#8507,12 Mbps,236,17.049660330860164,94,9370.304825615909,1,SD Card Reader VID=0bda PID=0129,Physical,2742.9341196943224,0.9966661441204925,0.9778234981805213,500.4370373755127,2964.6516119105813,WD External HDD,USB,TRUE,0.7309799795743094,-0.6559097893701866,0.25412875317947536,0
USB Input Device,16c0,27db,SanDisk,USB\ROOT_HUB#7557,12 Mbps,328,19.56951573625381,84,3626.117782004582,0,Mouse USB Optical VID=046d PID=c077,Unknown,6.9087835634285995,-1.0002865422593838,-1.0172248153611751,-29.073155345901853,-72.00015823901033,Unknown,Unknown,Unknown,-1.0285360990902217,1.1560194432118691,45.143997836333476,0
USB Mass Storage Device,2e8a,000a,WD,USB\ROOT_HUB#4115,12 Mbps,100,12.871651518840386,69,453.8656464311183,1,Raspberry Pi Pico VID=2e8a PID=000a,Physical,1251.327697753873,0.9419753924302281,0.9528848276513107,492.39719117546076,458.2581372323682,Generic Flash Disk,USB,True,1.0621479222995192,31.779084343977786,38.31359289272875,1
USB Input Device,046d,c077,Raspberry Pi,USB\ROOT_HUB#7776,5 Gbps,153,12.670770114864748,36,3451.2396634130446,0,Mouse USB Optical VID=046d PID=c077,Unknown,-23.233680953579725,-1.059099058519359,-1.0363582811402747,-22.46486506320838,-53.20753286587165,Unknown,Unknown,Unknown,-1.0273151057350987,-2.241235791905266,0.47160026223594986,0
USB Input Device,16c0,c31c,SanDisk,USB\ROOT_HUB#1268,480 Mbps,186,10.37717651208414,85,2477.091224309933,0,Logitech USB Keyboard VID=046d PID=c31c,Unknown,49.661096580354396,-1.0508186591033943,1.0212355471287817,-10.864442568292102,-34.89515705737508,Unknown,Unknown,Unknown,-1.0344352489650028,0.41243889145831647,40.944000965297306,0
USB Mass Storage Device,058f,6387,Raspberry Pi,USB\ROOT_HUB#5219,480 Mbps,317,8.488394849414341,55,3774.78182284792,1,Generic Flash Disk VID=058f PID=6387,Physical,1655.7904458980483,1.0038249042955283,1.0153622202824946,496.35206554035466,354.71778260427436,Generic Flash Disk,USB,TRUE,0.561959875592854,0.14194433958847752,-0.1762539002366459,0
USB Input Device,046d,c077,HP,USB\ROOT_HUB#9589,5 Gbps,229,8.712254496338737,36,3326.1164021608474,0,Mouse USB Optical VID=046d PID=c077,Unknown,-23.775003918051226,-1.0600733701810423,-1.065641148869592,-25.87248467421755,-49.7936503094556,Unknown,Unknown,Unknown,-1.060589933793056,0.32270344900230075,-1.0839215182641342,0
USB Mass Storage Device,1058,129,Generic,USB\ROOT_HUB#9352,5 Gbps,173,16.28045695446548,78,7521.132563351572,1,SD Card Reader VID=0bda PID=0129,Physical,1006.7043309051885,0.9913816826617469,0.9679989218939556,496.9741001791837,1877.3637096155257,WD External HDD,USB,TRUE,0.576063305586918,1.7483998637145777,-0.1521180381795908,0
USB Mass Storage Device,0bda,000a,HP,USB\ROOT_HUB#8193,480 Mbps,231,14.834628777091611,89,1077.2674326621232,1,WD External HDD VID=1058 PID=25a2,Physical,2988.786267488928,0.9798204072036765,0.9603140099358699,503.11409829528867,1263.3766282421188,Raspberry Pi Pico,USB,TRUE,1.2792022890849306,-0.32447785020264575,-0.19730963981230087,1
USB Input Device,046d,c077,Generic,USB\ROOT_HUB#8816,12 Mbps,381,6.154973231170717,87,6150.065364929169,0,ATtiny85 BadUSB VID=16c0 PID=27db,Unknown,-30.112099732065143,-1.1078225247962958,-1.0322693465830508,-14.082205352638923,-60.74791638706889,Unknown,Unknown,Unknown,-0.9746693638256657,-1.3079255230318527,-0.6349151309077397,0
USB Mass Storage Device,058f,6387,SanDisk,USB\ROOT_HUB#2659,480 Mbps,225,16.914255728900464,42,5595.25211460978,1,Generic Flash Disk VID=058f PID=6387,Physical,1032.311791631825,0.9752124037508003,0.9655863499250333,495.68829586725025,310.28474907251547,Generic Flash Disk,USB,TRUE,0.6775337838862473,1.714303723659465,0.18317583442307828,0
USB Mass Storage Device,2e8a,000a,Logitech,USB\ROOT_HUB#4228,5 Gbps,111,18.857440591247713,50,562.0200112636146,1,Raspberry Pi Pico VID=2e8a PID=000a,Physical,2064.8601601263113,1.020347239218658,1.021371396480526,496.19244167033503,429.2445292080578,Generic Flash Disk,USB,TRUE,0.38990969790761276,68.20184259069195,22.529469873963414,1
USB Input Device,046d,c31c,Raspberry Pi,USB\ROOT_HUB#3209,12 Mbps,445,17.664487874079622,85,1117.9853444014443,0,Mouse USB Optical VID=046d PID=c077,Unknown,23.312014888263075,-1.0707644759692703,-1.0075068203218398,-27.263169645192615,-103.54297882180744,Unknown,Unknown,Unknown,-1.0118941433118989,84.34926861908166,0.04245362097762406,0
USB Mass Storage Device,058f,6387,Logitech,USB\ROOT_HUB#3651,12 Mbps,85,16.044703219850916,57,2437.221613933676,1,Generic Flash Disk VID=058f PID=6387,Physical,2313.9159529786084,1.009655975634652,1.0144092510361198,491.66705750032605,1206.2828446717622,Generic Flash Disk,USB,TRUE,0.964845325267881,78.02561024766044,45.14344836140401,1
USB Mass Storage Device,2e8a,000a,Arduino,USB\ROOT_HUB#5778,12 Mbps,70,16.559749128394966,84,616.8765915267396,1,Raspberry Pi Pico VID=2e8a PID=000a,Physical,2601.8231427112105,0.9972908082152772,1.0072780667722676,498.71436997417413,1317.9939183724448,Raspberry Pi Pico,USB,TRUE,1.2014863823092594,85.15327307307311,-0.3733173995356287,1
USB Input Device,16c0,27db,Generic,USB\ROOT_HUB#3513,12 Mbps,139,9.056413724337911,39,193.9953879817233,0,ATtiny85 BadUSB VID=16c0 PID=27db,Unknown,28.201178531887205,-1.09302513220982,-1.0479701319158174,-35.179583884168395,-77.25192124535265,Unknown,Unknown,Unknown,-0.9610011371631249,-3.267768279503226,29.923177693052494,1
USB Mass Storage Device,1058,25a2,Raspberry Pi,USB\ROOT_HUB#6055,5 Gbps,401,11.003342893213269,89,5918.078992841756,1,SD Card Reader VID=0bda PID=0129,Physical,2814.467091130034,0.9837007046872297,0.9696012907864575,505.41085665393217,2466.0564614808873,WD External HDD,USB,TRUE,0.2941139339061257,-0.46062733105903697,-0.5022271512990977,0
USB Mass Storage Device,1058,129,Raspberry Pi,USB\ROOT_HUB#8139,5 Gbps,451,9.57498005725132,72,9965.689077916095,1,WD External HDD VID=1058 PID=25a2,Physical,765.8337614933253,1.027136550137152,0.9788966529459978,501.06107049073006,2522.0331700556917,Generic Flash Disk,USB,TRUE,0.9854700995387397,1.1398884690688234,-0.20444711462791498,0
USB Mass Storage Device,2e8a,6387,Generic,USB\ROOT_HUB#2730,12 Mbps,118,7.851948312809343,47,3195.7247169846087,1,Raspberry Pi Pico VID=2e8a PID=000a,Physical,1587.1499123804438,0.9674205581585088,0.9879547641913853,496.6385648059345,1365.7477117589642,Raspberry Pi Pico,USB,True,1.0431133519940412,45.77959727243382,26.31184261661473,1
USB Input Device,046d,c077,Arduino,USB\ROOT_HUB#8550,5 Gbps,425,16.341739010355063,41,11989.690099703712,0,Mouse USB Optical VID=046d PID=c077,Unknown,-13.134829116350074,-1.0685550078816775,-1.034513559815653,-14.586950656805728,-94.6282937639704,Unknown,Unknown,Unknown,-1.030993125057743,0.6586168130831876,-0.23954410093482237,0
USB Mass Storage Device,0bda,129,Raspberry Pi,USB\ROOT_HUB#7563,480 Mbps,216,4.63073682909344,48,7677.88775646786,1,SD Card Reader VID=0bda PID=0129,Physical,2513.2346479938988,0.9986555454994781,0.9859963129935406,500.7212201101752,1667.0372476348325,SD Card Reader,USB,TRUE,0.620022866218377,0.6933208793076856,-0.2776730944201936,0
USB Input Device,16c0,27db,Generic,USB\ROOT_HUB#8270,12 Mbps,309,4.24716733520472,43,267.94156839374364,0,Logitech USB Keyboard VID=046d PID=c31c,Unknown,48.82171474221261,-0.9982137795744281,-0.9950053656101874,-11.748059676496002,-67.13133085105544,Unknown,Unknown,Unknown,-0.976041977645328,57.99371273541905,-0.3147433035431406,0
USB Mass Storage Device,058f,6387,Logitech,USB\ROOT_HUB#8240,480 Mbps,339,18.026789288376833,50,10677.735236641154,1,Generic Flash Disk VID=058f PID=6387,Physical,650.3266042220367,0.9658643856705945,1.0045889351658541,504.20347101584684,180.94731699868203,Generic Flash Disk,USB,TRUE,0.6937124232311324,33.47305505880017,-0.09403475543172624,1
USB Input Device,046d,27db,WD,USB\ROOT_HUB#6447,480 Mbps,101,4.352391826914381,52,2565.538756544519,0,Mouse USB Optical VID=046d PID=c077,Unknown,59.905588093755135,-0.9767852251833951,-0.9867034134692951,-4.440415784954569,-10.19433812053605,Unknown,Unknown,Unknown,-1.0092103700853692,27.870502582252985,21.537365098265937,1
USB Input Device,16c0,27db,WD,USB\ROOT_HUB#9473,12 Mbps,100,14.047561412549106,54,816.9204109982693,0,ATtiny85 BadUSB VID=16c0 PID=27db,Unknown,23.46288636051525,-1.0268379324906938,-1.0258455854502364,-22.44972985041754,-65.29837634546494,Unknown,Unknown,Unknown,-0.988107737847362,64.58938301107894,23.590800563495364,1
USB Mass Storage Device,2e8a,000a,Generic,USB\ROOT_HUB#4599,480 Mbps,109,18.566192116601677,64,4129.733558611944,1,Raspberry Pi Pico VID=2e8a PID=000a,Physical,2409.403045580015,0.9751165520386734,0.9997358000534022,503.5209396707194,1017.4798404415989,Generic Flash Disk,USB,TRUE,0.7926660095359339,37.84945871084113,56.93872359489378,1
USB Mass Storage Device,2e8a,000a,SanDisk,USB\ROOT_HUB#8874,12 Mbps,96,11.2350318298997,63,191.92395609871437,1,Raspberry Pi Pico VID=2e8a PID=000a,Physical,3073.653091759614,1.0050464298982351,0.9628190102709365,498.6310872944383,741.1711535950764,Raspberry Pi Pico,USB,TRUE,1.2294530201915002,107.12676505099095,-0.5688948666824726,1
USB Input Device,16c0,c077,HP,USB\ROOT_HUB#8694,12 Mbps,290,18.556414233952577,50,6010.247722485934,0,Logitech USB Keyboard VID=046d PID=c31c,Unknown,-36.94203235273758,-1.0218555811670211,-0.9908852811914501,-20.958504021665824,-64.9449271436404,Unknown,Unknown,Unknown,-0.9917710327412846,-3.15255283729824,31.81440206078659,0
USB Mass Storage Device,1058,25a2,Raspberry Pi,USB\ROOT_HUB#6445,480 Mbps,217,4.665153466941717,41,11135.012677583749,1,WD External HDD VID=1058 PID=25a2,Physical,3041.114289070165,0.982923106363906,0.9923132708111339,495.94781620804486,2198.466446730122,WD External HDD,USB,TRUE,0.3599983468632889,1.3263020832657535,0.14219261887472578,0
USB Mass Storage Device,0bda,25a2,SanDisk,USB\ROOT_HUB#6055,480 Mbps,279,3.39805684903869,87,5212.4250031674055,1,WD External HDD VID=1058 PID=25a2,Physical,2676.8275269941705,1.0358794597148835,0.9922182023400238,499.3359234795595,996.3996538136125,WD External HDD,USB,TRUE,0.8433345803193378,0.1794342654925848,0.06367265534586974,0
USB Mass Storage Device,0bda,129,SanDisk,USB\ROOT_HUB#3757,480 Mbps,278,16.756161322794767,68,13407.931863736752,1,SD Card Reader VID=0bda PID=0129,Physical,2727.8522119204576,0.9889698662784208,0.9890072978900915,504.63183222407366,2298.4798828025073,WD External HDD,USB,TRUE,0.44842405746339326,0.00025078658046850943,-0.5606307382997777,0
USB Mass Storage Device,058f,6387,SanDisk,USB\ROOT_HUB#3601,480 Mbps,111,19.150013430129157,51,11568.672327777907,1,Generic Flash Disk VID=058f PID=6387,Physical,945.0668996504564,0.9555010620384735,1.0519821443732233,507.7220102719831,397.3311090378031,Generic Flash Disk,USB,TRUE,0.4069078387636642,0.20031420725378835,-0.13187227049892392,1
USB Mass Storage Device,1058,6387,Logitech,USB\ROOT_HUB#3274,12 Mbps,96,12.425019905842268,50,822.6032870713614,1,Raspberry Pi Pico VID=2e8a PID=000a,Physical,672.0061368914977,0.9792405006908422,0.9852270211733081,503.4468223298579,1293.6595105243625,Generic Flash Disk,USB,TRUE,0.9973429795913388,54.04785721797791,22.21096814660435,1
USB Mass Storage Device,2e8a,c077,WD,USB\ROOT_HUB#7103,5 Gbps,291,18.371992918227363,76,9062.753232833576,1,Logitech USB Keyboard VID=046d PID=c31c,Unknown,2858.7318453565667,1.0068534276671552,0.9999816996447444,-6.998462089008823,569.482072381073,Unknown,USB,True,1.0598187806044168,-1.205386533776914,-0.4136328217418136,0
USB Input Device,058f,c31c,Arduino,USB\ROOT_HUB#8537,480 Mbps,148,5.104889016072773,89,4211.519105970993,1,Generic Flash Disk VID=058f PID=6387,Physical,2592.53670422093,0.9851580663330217,0.9958579910021179,499.0658080738784,228.81315257964445,Unknown,Unknown,TRUE,0.6629757843094295,40.70277911206292,46.42349332627704,0
USB Input Device,046d,c077,Raspberry Pi,USB\ROOT_HUB#7103,5 Gbps,192,10.20890566678434,39,11417.281901963026,0,Mouse USB Optical VID=046d PID=c077,Unknown,-30.368313470347005,-1.0287941109922725,-1.0256467544128756,-21.88148227645387,-93.86712225665555,Unknown,Unknown,Unknown,-1.0593314220593686,-0.4803495264771053,19.821835326517455,0
USB Input Device,16c0,c077,Raspberry Pi,USB\ROOT_HUB#7346,12 Mbps,95,7.887456724680953,75,605.0775442166342,0,ATtiny85 BadUSB VID=16c0 PID=27db,Unknown,24.37434071974225,-1.024542416155236,-1.024449951292076,-23.89257471878936,-37.18197708648404,Unknown,Unknown,Unknown,-1.004415606145412,41.026822447701896,42.246133755727534,1
USB Input Device,1058,c31c,Generic,USB\ROOT_HUB#1035,12 Mbps,142,12.065838531144971,59,2470.5542864404683,0,Logitech USB Keyboard VID=046d PID=c31c,Unknown,-3.6547312295470813,-0.994482652052826,-1.0057088776679117,-18.518399342950566,-55.02426914985804,Unknown,Unknown,Unknown,-1.0350859663499028,177.65647767476125,42.01264977999471,0
USB Input Device,046d,c31c,Raspberry Pi,USB\ROOT_HUB#6716,12 Mbps,173,9.941653041478295,85,187.37589711524765,0,Logitech USB Keyboard VID=046d PID=c31c,Unknown,0.01069058288678093,-1.0674242414100488,-1.0382995336241876,-20.526695816801546,-78.32637265583641,Unknown,Unknown,Unknown,-0.9828847768607223,145.57406619585686,-0.6168590739440971,0
USB Mass Storage Device,058f,000a,HP,USB\ROOT_HUB#8874,12 Mbps,118,2.4160471908664265,57,138.9351206734466,1,Raspberry Pi Pico VID=2e8a PID=000a,Physical,1485.722726018008,0.9467243654384184,0.9813303378530981,505.17490982605386,1271.5110486394415,Raspberry Pi Pico,USB,True,0.33736243779943,116.51270690177428,43.43383962217194,1
USB Mass Storage Device,2e8a,000a,Raspberry Pi,USB\ROOT_HUB#2549,480 Mbps,228,8.780240391659095,56,-363.1381183823935,1,Raspberry Pi Pico VID=2e8a PID=000a,Physical,2350.8159370186036,0.9793099276486645,0.9808716509745542,493.3376865213065,1551.7517821124436,Raspberry Pi Pico,USB,TRUE,0.6098265828193168,48.15620128817791,31.33811581447694,1
USB Mass Storage Device,2e8a,6387,HP,USB\ROOT_HUB#2849,5 Gbps,141,20.20242742963132,50,10987.331155582324,1,Generic Flash Disk VID=058f PID=6387,Physical,1703.2261298766314,0.9791597192075102,0.9729550735095667,496.22813062981993,2301.056287607197,Generic Flash Disk,USB,TRUE,0.24182488325201346,-0.391713880567503,0.44399557788214006,0
USB Input Device,046d,27db,SanDisk,USB\ROOT_HUB#3449,480 Mbps,138,18.270055062726627,85,847.7993970967123,0,ATtiny85 BadUSB VID=16c0 PID=27db,Unknown,-28.635805294546188,-1.0398841692265277,-1.0482709293949648,-13.509992536448587,-80.92114961358838,Unknown,Unknown,Unknown,-1.0151510948532632,98.82321772637705,-0.26362571716771765,1
USB Mass Storage Device,1058,25a2,Arduino,USB\ROOT_HUB#7580,5 Gbps,435,18.762995632508918,88,11689.924000450992,1,WD External HDD VID=1058 PID=25a2,Physical,3148.0618017062034,1.0130197478907295,0.9886053806760151,499.0200132862507,2229.7689396830137,WD External HDD,USB,TRUE,1.1266164027482959,0.23203581143351804,0.009884390997430659,0
USB Mass Storage Device,2e8a,000a,Arduino,USB\ROOT_HUB#3346,12 Mbps,127,12.20550386501803,63,391.67054725942864,1,Generic Flash Disk VID=058f PID=6387,Physical,1812.259249485397,0.9800831751817247,0.9514656936982228,495.42932756377525,427.285036782224,Raspberry Pi Pico,USB,True,0.8017694131246538,85.45183370433432,47.16927208183087,1
USB Mass Storage Device,2e8a,000a,WD,USB\ROOT_HUB#6432,12 Mbps,155,14.925830463982408,61,3573.6160975948296,1,Raspberry Pi Pico VID=2e8a PID=000a,Physical,2411.8638414631046,0.9813689349432048,0.9759298169652226,501.2391121489746,2275.0869917877085,Raspberry Pi Pico,USB,True,0.9442806591464987,35.819731357537535,27.25097134665541,1
USB Mass Storage Device,1058,25a2,Generic,USB\ROOT_HUB#2734,5 Gbps,237,14.06003093582914,85,6450.422518804367,1,WD External HDD VID=1058 PID=25a2,Physical,600.7183664955685,1.011166993734716,0.9755659289174388,493.0997209587897,2199.849435479628,WD External HDD,USB,TRUE,0.9814671830189007,1.9674796689844358,-0.574745891870225,0
USB Input Device,16c0,27db,Logitech,USB\ROOT_HUB#6977,12 Mbps,217,19.068775463546814,55,150.94604458529602,0,ATtiny85 BadUSB VID=16c0 PID=27db,Unknown,20.678779093314144,-1.0177849259663392,-1.0189252929631336,-24.34227934649432,-84.9595375759398,Unknown,Unknown,Unknown,-0.9978165106675934,132.05165973978933,22.052993648009924,1
USB Mass Storage Device,058f,6387,WD,USB\ROOT_HUB#4925,12 Mbps,157,11.60081926922235,71,10566.332526276863,1,Generic Flash Disk VID=058f PID=6387,Physical,1500.9611800613786,0.9875124404325455,1.0140974440713322,495.7363686951198,2264.5456080433014,Generic Flash Disk,USB,TRUE,0.7190647343908603,0.14896964603204788,-1.0917974964110284,1
USB Mass Storage Device,2e8a,000a,Generic,USB\ROOT_HUB#6799,12 Mbps,145,8.953690935391181,65,-401.83790562578247,1,Raspberry Pi Pico VID=2e8a PID=000a,Physical,1667.5666994062703,1.0191176515670235,0.9954099591150987,492.4057361054209,1022.2906213064682,Raspberry Pi Pico,USB,True,1.129614778315742,104.96898967108851,46.90796117606462,1
USB Mass Storage Device,2e8a,000a,SanDisk,USB\ROOT_HUB#8057,12 Mbps,96,8.983518307828419,58,1178.120382101788,1,Generic Flash Disk VID=058f PID=6387,Physical,1611.420470548254,0.9473703802586129,0.9611103319665777,502.1578491211274,1571.2258142365708,Raspberry Pi Pico,USB,TRUE,0.7768572585015807,50.3224811127139,15.20277418594211,1
USB Mass Storage Device,0bda,25a2,Raspberry Pi,USB\ROOT_HUB#2050,480 Mbps,309,18.837534658097127,59,5770.443655566182,1,SD Card Reader VID=0bda PID=0129,Physical,2366.010354218782,1.0004701187547713,0.9735116487244199,494.0671597774827,1928.210400836303,Generic Flash Disk,USB,TRUE,0.6911461344390096,0.37950008121590384,-0.5840298231697862,0
USB Mass Storage Device,1058,25a2,SanDisk,USB\ROOT_HUB#2359,5 Gbps,246,15.316756875706698,92,5676.920064268467,1,WD External HDD VID=1058 PID=25a2,Physical,2532.4598344808114,0.9891060563844535,0.9630167583799606,502.31148870401995,2550.7534692636127,WD External HDD,USB,TRUE,0.6876123793979114,-0.7223859120233125,-0.4012393228816423,0
USB Mass Storage Device,046d,c077,WD,USB\ROOT_HUB#8893,5 Gbps,379,16.697690361439825,46,5235.079075538411,0,Logitech USB Keyboard VID=046d PID=c31c,Physical,1119.8489986467448,-1.0050335058657598,-1.0519591955291943,509.1790502297577,574.9630511757642,Unknown,USB,TRUE,0.9716804344895456,0.964876125929384,-0.4252616774093768,0
USB Mass Storage Device,1058,25a2,SanDisk,USB\ROOT_HUB#6414,5 Gbps,263,15.931536021439102,89,11044.511887444398,1,WD External HDD VID=1058 PID=25a2,Physical,2980.0265939985193,0.9666584123013994,0.9829847927670642,504.2953933328628,2093.3434493695104,WD External HDD,USB,TRUE,1.081706654175719,-0.024168414284033934,-0.23648373235514264,0
USB Input Device,046d,c077,Raspberry Pi,USB\ROOT_HUB#2106,480 Mbps,367,7.538411924922801,45,990.5163674305209,0,Mouse USB Optical VID=046d PID=c077,Unknown,13.821225174646466,-1.0341885272115634,-0.9720081093134898,-18.56096313170481,-106.17238050544347,Unknown,Unknown,Unknown,-0.9969673163890237,0.1381837986917659,43.67651435576828,0
USB Input Device,058f,129,Logitech,USB\ROOT_HUB#1221,12 Mbps,398,9.638585586868377,56,4166.4383947605365,1,Generic Flash Disk VID=058f PID=6387,Physical,2811.9194653434797,1.0306030701820013,0.9971419368643202,-11.28777041026664,380.1833386368425,Raspberry Pi Pico,Unknown,TRUE,0.34610522874481003,40.62828163243314,28.42484252129577,1
USB Input Device,046d,c077,Generic,USB\ROOT_HUB#2600,5 Gbps,176,13.186535264031235,91,6505.284222570974,0,Mouse USB Optical VID=046d PID=c077,Unknown,18.05747844137745,-1.0063428403434111,-1.0043861393227798,-25.086710474091543,-60.6794517624208,Unknown,Unknown,Unknown,-1.0051819604810202,-0.7644294788048746,-0.3027479170157583,0
USB Mass Storage Device,0bda,129,Raspberry Pi,USB\ROOT_HUB#3782,5 Gbps,217,20.140339069394695,71,7029.979759320586,1,SD Card Reader VID=0bda PID=0129,Physical,1726.2761480443814,0.9807753745541836,0.9799512449981453,503.7611716249842,737.2885770047818,SD Card Reader,USB,TRUE,0.4662801345580105,2.330664426081154,-0.6430002047235874,0
USB Mass Storage Device,0bda,129,WD,USB\ROOT_HUB#9277,5 Gbps,247,3.2423056096052187,59,9032.578198924908,1,SD Card Reader VID=0bda PID=0129,Physical,1927.0003588803584,0.9842968409811335,0.9903984890038271,503.4730866448652,1897.4570024144182,WD External HDD,USB,TRUE,0.3611601353116106,0.6070301435463014,-0.43658914674567795,0
USB Input Device,046d,c077,Raspberry Pi,USB\ROOT_HUB#8781,12 Mbps,188,19.173155145026403,84,6438.246114982964,0,Mouse USB Optical VID=046d PID=c077,Unknown,15.018371609615489,-1.0189763236241485,-1.0120258510871598,-19.978021412566832,-23.706345394938182,Unknown,Unknown,Unknown,-1.0291111053443547,-2.356826423899271,0.02684209387075165,0
USB Mass Storage Device,2e8a,000a,Logitech,USB\ROOT_HUB#3746,12 Mbps,107,11.562929446702181,48,370.4372058886131,1,Raspberry Pi Pico VID=2e8a PID=000a,Physical,2023.3175973506345,0.9610096188266012,1.0066317457670604,506.03736684670014,1219.6051713778875,Raspberry Pi Pico,USB,TRUE,0.4374944520698402,-1.862240997365407,38.539618901055604,1
USB Input Device,046d,c077,Logitech,USB\ROOT_HUB#2589,12 Mbps,271,12.494539065087315,38,555.1636994578846,0,Mouse USB Optical VID=046d PID=c077,Unknown,12.824446257580892,-1.0351856589271353,-1.0461833254915607,-15.25468660314437,-78.18977580390872,Unknown,Unknown,Unknown,-1.0577001484840745,-0.38906464287046194,30.814347356363502,0
USB Mass Storage Device,2e8a,25a2,Raspberry Pi,USB\ROOT_HUB#8804,5 Gbps,133,11.19773400837957,52,13396.610872385032,1,WD External HDD VID=1058 PID=25a2,Physical,494.34494950938324,1.0085889337048033,1.0012427749680253,499.5315351182555,2373.3635440742696,Generic Flash Disk,USB,TRUE,0.4446163250368703,-0.7110641982788416,-0.030513576509673124,0
USB Input Device,046d,c077,Logitech,USB\ROOT_HUB#4107,12 Mbps,117,11.769671637388988,63,1231.8857959539137,0,ATtiny85 BadUSB VID=16c0 PID=27db,Unknown,15.894067860264483,-1.0043114902584027,-1.0328213381502729,-10.275105661679357,-41.57813541645035,Unknown,Unknown,Unknown,-0.9833474684815892,56.78616600228353,-0.29081154449570956,1
USB Mass Storage Device,058f,6387,SanDisk,USB\ROOT_HUB#4986,480 Mbps,91,13.225218220890275,74,847.1190628311829,1,Raspberry Pi Pico VID=2e8a PID=000a,Physical,1342.6974394510141,1.0285803132175981,1.0039495541896564,500.4461566268678,1789.1569188250317,Generic Flash Disk,USB,TRUE,1.0874087141560684,42.9810216176741,39.22613580377771,1
USB Mass Storage Device,1058,25a2,HP,USB\ROOT_HUB#7676,5 Gbps,198,6.693069495890389,43,2075.921346376866,1,SD Card Reader VID=0bda PID=0129,Physical,2052.3723904853764,0.9888797510906641,1.0006640882567746,504.2713001958273,578.4365439224225,WD External HDD,USB,TRUE,0.9896860343625445,2.422542501093056,-0.5575772433348032,0
USB Mass Storage Device,0bda,129,SanDisk,USB\ROOT_HUB#5987,5 Gbps,393,16.890471132155866,92,8573.443213370703,1,SD Card Reader VID=0bda PID=0129,Physical,2819.872847562396,1.0211425834327117,1.0159325036966822,504.55718310414284,2558.1403559935575,SD Card Reader,USB,TRUE,0.9287713533120655,-2.425845516922296,0.0791322198357467,0
USB Mass Storage Device,2e8a,000a,WD,USB\ROOT_HUB#4968,12 Mbps,66,14.6448246097146,90,267.93453670732094,1,Raspberry Pi Pico VID=2e8a PID=000a,Physical,2086.208261678087,0.976467400807729,0.9618793185894909,494.7172510800108,1548.7440953500827,Raspberry Pi Pico,USB,True,0.7345916250658444,101.81072430487897,45.975637412639884,1
USB Mass Storage Device,2e8a,000a,SanDisk,USB\ROOT_HUB#5778,12 Mbps,63,12.689397743035112,46,502.63490673916954,1,Raspberry Pi Pico VID=2e8a PID=000a,Physical,1607.9892866342527,0.9842460685921438,0.9948560988230006,492.14591594252244,2576.4739758574124,Generic Flash Disk,USB,True,0.8950489942849025,134.84302784026127,22.394900325922084,1
USB Mass Storage Device,0bda,6387,Arduino,USB\ROOT_HUB#6432,480 Mbps,331,4.477669650147731,47,2833.691562371551,1,SD Card Reader VID=0bda PID=0129,Physical,2373.499028023144,0.9888466801461929,0.9784554166378004,495.3794993585206,2251.5985785482053,Generic Flash Disk,USB,TRUE,1.011713321892158,-2.6738247244118503,0.1774281301915024,0
USB Mass Storage Device,1058,25a2,HP,USB\ROOT_HUB#5219,480 Mbps,306,17.75985635075471,88,3925.2067270438793,1,WD External HDD VID=1058 PID=25a2,Physical,1672.811410197327,0.9965246799776131,0.960191729518664,503.3652641336756,2425.687425236077,SD Card Reader,USB,TRUE,0.9456742447121389,0.6976623760281381,-0.8445169084469002,0
USB Input Device,046d,c31c,Raspberry Pi,USB\ROOT_HUB#2258,480 Mbps,395,8.4196512241116,42,5639.467111968083,0,Logitech USB Keyboard VID=046d PID=c31c,Unknown,-10.245152214085978,-1.0075218730724016,-1.002751317832446,-16.61158081427482,-70.35697031441511,Unknown,Unknown,Unknown,-1.0476393252809029,-0.07515153122109897,-0.17352445595412336,0
USB Mass Storage Device,0bda,25a2,SanDisk,USB\ROOT_HUB#8358,5 Gbps,437,16.475131169193933,68,3673.3679670130987,1,Logitech USB Keyboard VID=046d PID=c31c,Physical,2814.975378594513,1.0124936845062558,1.0009666737438216,507.33756312607534,2181.14998916736,Generic Flash Disk,Unknown,TRUE,0.7153163900501078,-2.1146585449014728,-0.2908487610942484,0
USB Mass Storage Device,2e8a,000a,Generic,USB\ROOT_HUB#8689,12 Mbps,252,19.155280981809767,56,1753.9896572855896,1,Raspberry Pi Pico VID=2e8a PID=000a,Physical,2483.611995213506,1.0016792273823198,1.009679248658711,497.5959129901724,1227.4871295142975,Raspberry Pi Pico,USB,True,1.2837878857413414,92.55718394100379,20.389530471355737,1
